UniqueFireIdentifier,id,sum_rain,sum_snow
2020-CABDU-012925,3154,137.11,0.0
2020-AZTNF-001542,3171,179.29000000000002,0.0
2020-AZTNF-002475,3175,163.48000000000002,0.0
2020-AZTNF-000411,3182,268.94,0.0
2020-AZSCA-002532,3189,137.1,0.0
2020-AZSCA-001720,3201,137.1,0.0
2020-CATCU-009457,3202,232.03,6.6
2020-NVBMD-020183,3219,58.0,1.98
2020-AZTNF-001306,3220,268.94,0.0
2021-UTSWS-000027,3227,26.36,0.04
2020-NMLNF-000408,3230,137.10999999999999,0.66
2020-UTMLF-000265,3245,79.1,0.66
2020-CORGD-000376,3249,184.57000000000002,7.92
2020-AZASD-000832,3253,79.1,0.0
2020-UTBRS-000774,3258,158.2,0.66
2020-NMGNF-000562,3260,137.1,0.0
2020-CAMDF-000513,3265,216.2,5.28
2020-AZHVR-000178,3267,158.19,0.0
2020-AZCRD-000105,3282,84.38,0.0
2020-AZA4S-000704,3283,137.1,0.0
2020-UTSCS-200455,3284,63.28,0.66
2020-AZSCA-003214,3299,31.63,0.0
2021-AZPNF-000017,3308,110.74,0.55
2021-NVCLRX-500167,3317,5.27,0.0
2020-CALPF-000498,3319,274.22,0.0
2020-AZSCA-002063,3330,142.38,0.0
2020-NMVCP-000520,3334,79.1,1.32
2020-AZA4S-001670,3338,89.64999999999999,0.0
2020-UTUWF-000615,3341,205.65,9.9
2020-AZTNF-002217,3348,158.19000000000003,0.0
2020-CORGF-001331,3349,73.83,1.98
2020-CAPNF-000976,3359,89.65,1.32
2020-AZGID-000583,3362,126.56,0.0
2020-AZSCA-000664,3364,290.03999999999996,0.0
2020-NVSND-501719,3367,0.0,0.0
2020-AZPHD-001550,3373,163.47000000000003,0.0
2020-AZA3S-001075,3376,116.02,0.0
2020-COGFX-000164,3387,110.73999999999998,1.98
2020-AZA3S-000962,3388,116.00999999999999,0.0
2020-COGMF-000044,3390,110.74000000000001,5.28
2020-AZA4S-000532,3393,200.38,0.0
2020-UTBRS-000732,3394,295.31,2.64
2020-NMSCD-000194,3402,58.0,0.0
2020-AZASF-000563,3406,163.48,0.0
2020-AZCNF-000705,3418,131.82999999999998,0.0
2020-UTDIF-000532,3424,94.91,4.62
2020-COGRD-000278,3438,105.45999999999998,1.32
2020-AZSRA-001362,3451,168.74,0.0
2020-COARF-000641,3452,226.74,7.26
2020-NMN6S-000118,3461,94.92,2.64
2021-NMN6S-000039,3463,68.54999999999998,2.0500000000000003
2020-AZTNF-002398,3465,137.1,0.0
2020-CANOD-004098,3474,163.47,2.64
2020-AZA5S-001019,3476,189.84,0.0
2021-AZCNF-000088,3479,73.83,0.13
2020-COLRX-000177,3485,263.66,11.22
2020-UTNWS-001071,3493,63.28,0.0
2020-UTNES-100240,3495,68.53999999999999,2.64
2020-UTASF-100234,3501,411.33,0.0
2020-NMCAF-000159,3510,105.45999999999998,3.3000000000000003
2020-AZSCA-000731,3512,290.03999999999996,0.0
2020-UTDIF-000480,3519,89.64999999999999,2.64
2020-COCJX-000347,3520,121.28999999999999,6.6
2020-AZTNF-002174,3521,158.20000000000002,0.0
2020-UTRID-200342,3528,36.9,0.66
2020-AZPHD-001960,3534,73.83,0.0
2020-AZCPR-000451,3540,89.64,0.0
2020-AZCNF-000984,3547,26.37,0.0
2020-AZA5S-001861,3550,147.65,0.0
2020-UTUOA-100008,3555,79.10000000000001,2.64
2020-UTNWS-000189,3557,184.54999999999998,1.32
2020-COARF-000636,3563,232.02000000000004,8.58
2020-UTNWS-000215,3571,57.999999999999986,1.98
2020-AZTNF-002509,3583,121.27999999999999,0.0
2020-CABDF-010235,3586,110.74,0.0
2020-UTNWS-000353,3591,168.74,0.66
2020-AZPNF-001756,3601,174.03000000000003,0.0
2020-AZCOF-000786,3603,263.66999999999996,0.66
2020-AZTNF-001337,3606,184.57,0.0
2020-UTBRS-000430,3607,348.04,4.62
2020-AZPMA-001317,3609,200.38,0.0
2020-CACDD-010135,3617,163.48000000000002,0.0
2020-CAPNF-001294,3620,216.21000000000004,3.96
2020-UTSWS-000884,3623,26.36,0.0
2020-CARRU-096640,3640,137.11,0.0
2020-CABDF-018730,3641,10.55,0.0
2021-AZSCA-000217,3644,68.53999999999999,0.68
2020-AZSCA-002362,3656,137.1,0.0
2020-AZSCA-000935,3661,290.03999999999996,0.0
2020-UTSWS-000882,3673,47.45,0.66
2020-WYLIX-200368,3675,216.22000000000003,3.96
2020-CODLX-000433,3679,110.72999999999999,3.3000000000000003
2020-COGSP-001561,3684,68.55,1.32
2020-NVEKD-010050,3689,174.01000000000002,0.66
2020-COWRD-000165,3691,137.11,1.98
2020-NVHTF-500732,3694,94.92,0.0
2020-UTSLD-000768,3715,158.2,0.66
2020-AZPHD-001172,3719,158.19000000000003,0.0
2020-NMN1S-000372,3721,116.02000000000001,2.64
2020-AZCRD-001446,3723,89.64999999999999,0.0
2020-NMZUA-000235,3726,89.64000000000001,2.64
2020-AZGID-001031,3733,15.82,0.0
2020-WYMRF-000310,3738,200.39000000000004,8.58
2020-AZBAR-000514,3753,137.1,0.0
2020-ORLAD-200334,3754,105.47,1.32
2020-WYRSD-200209,3755,52.730000000000004,3.9600000000000004
2020-UTBRS-000573,3758,189.84,1.32
2020-NVCCD-030662,3759,68.55,0.66
2020-UTBRS-000528,3772,158.20000000000002,2.64
2020-UTNES-200119,3775,247.83999999999997,14.52
2020-AZA3S-000744,3784,147.66,0.0
2020-ORBUD-002104,3789,58.010000000000005,1.32
2020-UTFIF-200266,3791,79.1,3.3000000000000003
2021-AZSCA-000041,3802,79.09,0.68
2020-AZA4S-000840,3807,184.57,0.0
2020-ORFWF-200398,3816,158.20000000000002,1.98
2020-ORFWF-200111,3820,406.05999999999995,7.26
2020-NVCCD-030548,3824,79.1,1.32
2020-NVELD-040099,3826,47.45,0.66
2020-AZTNF-003131,3832,36.91,0.0
2020-WYCAX-200560,3853,168.73,4.62
2020-AZFTA-001025,3859,52.719999999999985,0.0
2020-NMN3S-000151,3873,131.82999999999998,0.66
2020-NMFAD-000531,3875,94.91999999999999,0.66
2020-AZASF-001013,3876,79.09,0.0
2020-UTVLD-100467,3882,52.72999999999999,0.66
2020-AZSAP-000760,3900,105.47000000000001,0.0
2020-CAINF-001038,3901,263.66999999999996,7.92
2021-NMSPA-000047,3903,84.36999999999999,2.62
2020-AZCRD-000726,3906,126.55999999999999,0.0
2020-NMN3S-000595,3925,131.82999999999998,0.0
2020-UTSLD-000203,3942,147.64000000000001,1.98
2020-AZA3S-001301,3943,110.75,0.0
2020-NVELD-040052,3944,73.83,1.98
2020-AZTNF-001669,3947,210.93,0.0
2020-AZPMA-000585,3948,247.84,0.0
2020-NVEKD-010197,3950,105.47000000000001,1.32
2020-CAOVD-001146,3959,305.86,10.56
2020-NVCCD-030100,3969,58.019999999999996,1.98
2020-NMCIF-000238,3972,73.82000000000001,0.0
2020-AZPMA-003164,3977,15.82,0.0
2020-UTSLD-000939,3982,110.74000000000001,0.66
2020-CANOD-003353,3987,116.00999999999999,3.3
2020-WYCAX-200798,3990,116.01999999999998,2.64
2020-UTASF-100354,3993,121.28999999999999,3.3000000000000003
2020-NMLNF-000459,3994,110.74000000000001,0.66
2020-CASTF-000970,4023,400.78,1.32
2020-NVECFX-010196,4025,89.63,0.0
2020-NVHTF-500736,4026,94.92,0.0
2020-NVHTF-501223,4027,68.55,0.0
2021-CACDD-003667,4028,31.64,0.02
2020-UTRID-200224,4029,121.30000000000001,3.3000000000000003
2020-AZSCA-003205,4030,31.63,0.0
2020-UTFIF-200617,4033,36.91,0.66
2020-AZFTA-000899,4039,147.65,0.66
2020-CATNF-001600,4044,126.56,3.3000000000000003
2020-AZPHD-001272,4045,158.19000000000003,0.0
2020-UTBRS-000759,4048,205.67000000000002,1.32
2020-COGMF-000282,4049,131.83,2.64
2020-NVECFX-010166,4070,195.11,1.32
2020-AZSCA-002639,4073,137.1,0.0
2020-NMSNF-000636,4077,94.91,1.32
2020-UTSWS-000159,4081,158.2,2.64
2020-UTSCS-200122,4082,52.730000000000004,2.64
2020-NMN6S-000035,4085,137.10999999999999,1.32
2020-AZSCA-002506,4088,137.1,0.0
2020-CAPNF-001323,4091,253.12,4.62
2020-AZFTA-000968,4097,105.46,0.0
2020-UTBRS-000901,4101,200.40000000000003,0.66
2020-AZPNF-002178,4107,42.19,0.0
2020-ORLAD-200316,4112,100.19,1.98
2020-UTUWF-000982,4119,110.74000000000001,0.66
2020-AZTCA-000615,4125,89.64999999999999,0.0
2020-UTSCS-200257,4128,89.65,3.3000000000000003
2020-UTSLD-000406,4132,184.57000000000002,2.64
2020-AZCOF-001034,4136,205.66000000000003,0.0
2020-NVSND-500971,4146,63.28,0.0
2020-AZFTA-000886,4154,174.01000000000002,1.32
2020-AZA4S-000707,4157,179.29000000000002,0.0
2020-WYMRF-200218,4161,210.93,7.260000000000001
2020-AZASF-000833,4168,158.21,0.66
2020-UTSCS-200166,4169,79.1,2.64
2020-NMN6S-000252,4178,89.64999999999999,2.64
2020-AZKNF-001159,4182,26.36,0.0
2020-NVHTF-030282,4184,158.21,5.28
2021-CACDD-004735,4186,52.72999999999999,1.28
2020-NVHTF-040189,4197,42.17999999999999,0.66
2020-UTSCS-200382,4203,79.1,1.32
2020-NMSNF-000456,4207,116.00999999999999,1.98
2020-AZSCA-002341,4217,137.1,0.0
2020-AZASD-000738,4220,100.18999999999998,0.0
2020-CACDD-011033,4221,137.11,0.0
2020-AZA4S-000590,4226,200.38,0.0
2020-NVELD-040057,4228,94.92,0.66
2020-COMEX-000429,4246,121.28999999999999,0.66
2020-AZTNF-002208,4265,121.28,0.0
2020-NVELD-040049,4271,89.64999999999999,0.0
2020-AZSCA-001828,4291,142.38,0.0
2020-AZASD-000137,4296,200.39,0.0
2020-UTNWS-000271,4301,242.58,3.3000000000000003
2020-AZA4S-000709,4313,189.84,0.0
2020-UTSWS-000366,4323,89.64999999999999,2.64
2020-UTFIF-200668,4326,63.28,0.0
2020-AZSCA-000861,4333,290.03999999999996,0.0
2020-UTUWF-001038,4345,84.36999999999999,1.32
2020-AZKNF-000682,4346,79.10999999999999,0.0
2020-NVCCD-030660,4352,116.02,3.3000000000000003
2020-AZTNF-002316,4354,158.20000000000002,0.0
2020-UTSLD-000279,4362,242.58,3.3000000000000003
2020-NMSNF-000553,4363,84.36999999999999,0.66
2020-NMNPA-000021,4370,142.37,2.64
2020-CACNP-001216,4372,384.97,0.0
2020-CAMNF-000144,4379,363.87,3.3
2020-NVECFX-010112,4384,42.18,0.66
2020-AZCRD-000184,4385,158.19,0.0
2020-UTNES-100301,4388,73.83,1.98
2020-AZSCA-002890,4391,84.36999999999999,0.0
2020-AZGID-000315,4393,216.20999999999998,0.0
2020-AZSCA-001796,4398,184.57,0.0
2020-AZSRA-003017,4400,10.55,0.0
2020-UTSCS-200570,4404,89.64,1.98
2020-AZSRA-002723,4409,73.83,0.0
2020-AZA5S-002482,4414,42.17999999999999,0.0
2020-AZPHD-000487,4433,284.76,0.0
2020-AZSCA-001744,4444,147.66,0.0
2020-AZSCA-002447,4449,110.74,0.0
2020-NVHTF-040019,4454,79.1,1.98
2020-NMN5S-000161,4479,137.09,1.32
2020-CASHF-001170,4494,247.85000000000002,1.98
2020-UTUWF-000742,4501,137.10999999999999,1.32
2020-COGMF-000280,4511,131.83,2.64
2020-UTNWS-000416,4533,184.57,4.62
2020-UTCCD-000304,4548,121.28,3.3
2020-AZTNF-002511,4549,137.1,0.0
2020-AZCOF-001621,4550,189.84,0.0
2020-NVBMD-020208,4563,63.28,0.0
2020-UTFIF-200115,4564,89.64999999999999,3.3000000000000003
2020-AZPNF-001288,4570,168.75,0.0
2020-UTSCS-200290,4582,126.55,0.66
2020-UTSWS-000393,4588,89.64,1.98
2020-UTUWF-000688,4589,295.31,2.64
2020-NMGNF-000525,4590,158.2,0.0
2020-AZCRD-000113,4592,84.38,0.0
2020-AZSCA-001391,4602,184.57,0.0
2020-UTMOD-000063,4609,84.37,1.32
2020-AZSRA-001036,4617,247.84,0.0
2020-AZASF-000831,4621,158.21,0.66
2020-CASRF-000139,4624,500.97999999999996,4.62
2020-UTBRS-000501,4630,348.04,4.62
2020-COGRD-000077,4632,121.28999999999999,2.64
2021-AZSCA-000254,4634,68.53999999999999,0.68
2020-UTNWS-000317,4638,168.74,0.66
2020-NMGNF-000448,4639,131.82999999999998,0.0
2020-AZFTA-000195,4648,274.21,1.98
2020-COGRD-000106,4652,100.17999999999998,1.32
2021-CASTF-000134,4659,247.85,9.1
2020-CORGF-000960,4660,110.74,3.9600000000000004
2020-NMGNF-000343,4667,116.00999999999999,1.98
2020-AZA3S-000609,4672,195.12,0.0
2020-UTNWS-000488,4675,184.57000000000002,2.64
2020-COWRD-000202,4676,84.37999999999998,1.98
2020-NMGNF-000506,4677,168.74,1.32
2020-AZA3S-000772,4686,290.03999999999996,0.0
2020-NMSNF-000339,4692,84.36999999999999,2.64
2020-AZSCA-001215,4694,290.03999999999996,0.0
2021-UTBRS-000040,4695,52.730000000000004,1.44
2020-AZASD-000112,4701,200.39,0.0
2020-UTMOD-000136,4715,52.730000000000004,1.32
2020-CABEU-004081,4722,100.19,0.0
2020-CATNF-000199,4725,490.43000000000006,5.9399999999999995
2020-AZASD-000923,4726,21.1,0.0
2020-AZCRD-002453,4727,0.0,0.0
2020-AZSCA-001214,4735,290.03999999999996,0.0
2020-ORLAD-200176,4736,237.29999999999998,5.28
2020-NVHTF-501802,4746,0.0,0.0
2020-IDSTF-000351,4760,110.74,0.66
2020-UTSCS-200039,4763,126.57,3.9600000000000004
2020-UTRID-200533,4764,47.459999999999994,1.98
2020-NVECFX-010205,4768,89.63,0.0
2020-AZKNF-000669,4780,221.48000000000002,0.0
2020-CASHF-001108,4789,395.49999999999994,5.9399999999999995
2020-UTBRS-000554,4793,221.47,4.62
2020-AZSCA-003200,4800,31.63,0.0
2020-UTFIF-200493,4802,68.56,1.98
2020-CAINF-001585,4804,184.57000000000002,5.9399999999999995
2020-AZCOF-000918,4805,137.11,2.64
2020-COWRF-000348,4806,179.29,10.56
2020-AZPHD-001536,4808,163.47000000000003,0.0
2020-AZA3S-000881,4813,116.02,0.0
2020-UTUWF-000363,4822,253.10999999999999,5.94
2020-CAMDF-000470,4824,221.48000000000002,2.64
2020-AZSCA-000936,4825,290.03999999999996,0.0
2020-UTNWS-000054,4833,221.48999999999998,6.6
2020-AZA4S-001028,4838,137.1,0.0
2020-NMGNF-000494,4853,168.74,1.32
2020-NVHTF-030036,4857,179.29,3.3000000000000003
2020-COMEX-000139,4863,142.39000000000001,4.62
2020-AZASF-000872,4886,142.39000000000001,0.0
2020-AZTNF-003042,4897,5.27,0.0
2021-AZSCA-000127,4906,79.09,0.68
2020-NVLINX-040045,4908,110.74,0.0
2020-UTSCS-200541,4923,63.28,0.66
2020-AZTNF-001094,4930,268.94,0.0
2020-UTCCD-000764,4942,47.459999999999994,1.98
2020-UTNWS-000409,4946,126.55,0.66
2020-NVEKD-010233,4950,184.57,1.98
2020-IDTFD-000263,4954,226.75,2.64
2020-AZASF-000843,4956,158.21,0.66
2020-UTNES-201079,4957,94.91999999999999,0.66
2020-AZASF-000145,4958,253.13000000000002,1.98
2020-UTASF-100340,4960,121.28999999999999,3.3000000000000003
2020-UTMLF-000065,4964,79.11,1.32
2020-AZTNF-002612,4966,163.47000000000003,0.0
2020-UTSWS-000472,4967,89.65,0.0
2020-NVTMFX-030797,4974,52.730000000000004,0.66
2020-UTSCS-200246,4975,168.74,0.66
2020-AZCOF-000645,4976,232.02999999999997,0.0
2020-AZSCA-002973,4980,31.63,0.0
2020-UTMOD-000205,4984,63.28999999999999,0.66
2020-COMFX-000162,4998,195.10999999999999,5.28
2020-AZSCA-003064,5004,31.63,0.0
2020-UTNWS-000300,5013,168.74,0.66
2020-UTNES-200288,5014,242.58,10.56
2020-NMSCD-000716,5017,121.28999999999998,0.66
2020-AZSCA-000428,5018,237.3,0.0
2020-AZSCA-002339,5023,137.1,0.0
2020-AZPHD-000695,5026,179.29,0.0
2020-UTSCS-200453,5031,79.1,1.32
2020-WYRSD-200508,5032,42.17999999999999,1.98
2020-IDBOD-000457,5048,290.05,3.9600000000000004
2020-AZIMR-002148,5050,10.55,0.0
2020-AZTNF-002481,5062,137.1,0.0
2020-COWRD-000189,5078,137.11,1.98
2020-UTMLF-000291,5091,63.28,0.66
2020-AZCNF-000308,5104,200.39000000000001,0.0
2020-AZA3S-001251,5112,73.83,0.0
2020-AZA3S-000356,5122,200.39000000000001,0.0
2020-UTNES-200790,5127,152.93,5.28
2020-CAPNF-000488,5131,421.86999999999995,7.92
2021-NVCLRX-500181,5132,5.27,0.0
2020-CAMDF-000557,5137,274.21,3.96
2020-AZPHD-002031,5139,126.56,0.0
2020-AZASF-000846,5142,142.37,1.32
2020-NVECFX-010204,5148,337.5,0.0
2020-AZSRA-000389,5155,247.84,0.0
2020-COSJF-001187,5156,116.00999999999999,1.98
2020-AZPMA-000552,5163,189.85,0.0
2020-AZSCA-002834,5165,84.36999999999999,0.0
2020-NMCAF-000601,5168,100.19,1.98
2020-CASNF-001391,5169,163.47,2.64
2020-AZPMA-002815,5171,73.83,0.0
2020-AZASD-000740,5175,100.18999999999998,0.0
2020-NVEKD-010207,5176,89.63,0.0
2020-CAMNP-013423,5185,73.83,0.0
2020-AZPMA-001596,5190,116.02,0.0
2020-NMSNF-000431,5191,110.72999999999999,1.32
2020-NVELD-040122,5192,68.55,0.66
2020-WYRAD-200369,5195,68.55,2.64
2020-UTNES-100034,5196,68.53999999999999,6.6000000000000005
2020-CASTF-000186,5219,242.56999999999996,7.26
2020-AZA3S-001278,5229,110.74,0.0
2020-CASHF-001120,5250,395.49999999999994,5.9399999999999995
2020-AZSCA-003332,5255,42.18,0.0
2020-NMN6S-000398,5259,79.09,0.66
2020-AZASD-000844,5262,79.1,0.0
2020-WYMRF-200752,5264,189.83,5.28
2020-WYRSD-200140,5269,52.74,3.3000000000000003
2020-UTCCD-001004,5280,10.54,0.0
2020-UTDIF-000236,5281,63.28,2.64
2021-NVWHIX-040010,5296,94.91999999999999,2.06
2020-UTTYOQ-000945,5312,100.19999999999999,0.66
2020-AZA3S-001687,5313,147.66,0.0
2020-AZSCA-000555,5318,290.03999999999996,0.0
2020-AZA4S-001828,5322,121.29,0.0
2020-AZPHD-000712,5325,247.84,0.0
2020-NMSNF-000350,5332,89.64999999999999,2.64
2020-COGRD-000104,5334,110.73999999999998,1.98
2020-NVNTE-500966,5337,63.28,0.0
2020-AZPHD-001456,5343,142.38,0.0
2020-AZA4S-001480,5344,110.74,0.0
2020-UTDIF-000258,5351,110.74,4.62
2020-UTRID-200529,5358,47.459999999999994,1.98
2020-AZSCA-002083,5361,142.38,0.0
2020-NMGNF-000232,5364,110.74,0.66
2020-COUPD-000171,5368,89.64999999999999,2.64
2020-AZTNF-002356,5374,137.1,0.0
2020-UTFIF-200012,5394,105.47,1.98
2020-AZCOF-001718,5397,189.84,0.0
2020-AZCNF-000145,5414,200.39000000000001,0.0
2020-CAKNF-007241,5417,232.02,2.64
2020-AZSCA-001491,5421,184.57,0.0
2021-AZA4S-000176,5430,31.64,0.0
2020-NVPERX-020168,5440,31.64,0.66
2020-COGWD-000081,5441,237.31,7.920000000000001
2020-CASHF-001124,5455,384.96000000000004,4.62
2020-UTCCD-000303,5460,58.010000000000005,0.66
2020-AZA5S-002348,5468,58.0,0.0
2020-NVEURX-010216,5474,84.36999999999999,0.66
2020-CAENF-029517,5475,263.66999999999996,3.3000000000000003
2020-AZCRD-001644,5479,100.18999999999998,0.0
2020-NMZUA-000363,5494,100.17999999999999,1.32
2020-COWRF-000493,5495,158.19,4.62
2020-AZA3S-001584,5497,110.74000000000001,0.0
2020-NVRNOX-030863,5503,84.37,0.66
2020-NMSNF-000532,5505,105.46,1.32
2020-UTCCD-000883,5506,36.91,0.0
2020-AZASF-000845,5507,142.39000000000001,0.0
2020-AZSCA-000463,5513,237.3,0.0
2020-NMPEP-000701,5515,89.64,3.3
2021-CARRU-007737,5516,84.38,0.06
2021-AZTNF-000101,5517,137.1,3.0
2020-AZTNF-000951,5520,290.03999999999996,0.0
2020-UTSES-000223,5524,73.82,1.32
2020-CALPF-001539,5527,300.59000000000003,0.0
2020-UTRID-200650,5530,58.00999999999999,0.0
2020-AZSCA-000484,5531,290.03999999999996,0.0
2020-AZCRD-000289,5532,263.65999999999997,0.66
2020-COSUA-000448,5534,89.63999999999999,1.32
2020-CANOD-004700,5537,63.27999999999999,1.32
2020-AZA4S-001260,5545,105.46,0.0
2020-COWRD-000119,5552,158.21,3.3000000000000003
2020-CAMNP-009202,5555,105.48,0.0
2021-UTBRS-000042,5558,121.28999999999999,5.38
2020-NMGNF-000437,5563,158.2,0.0
2020-AZPMA-000648,5570,189.85,0.0
2020-AZCRD-000087,5573,110.74,0.0
2020-AZPHD-001640,5576,163.47,0.0
2020-OR981S-200186,5587,390.2299999999999,5.28
2020-NMTAD-000049,5591,121.29,3.9600000000000004
2020-AZA3S-000853,5597,137.1,0.0
2020-UTSLD-000289,5598,100.19,1.32
2020-NVCCD-030311,5605,42.19,1.98
2020-AZASD-000097,5608,226.75,0.66
2020-UTASF-100353,5610,121.28999999999999,3.3000000000000003
2020-AZPHD-000924,5612,137.1,0.0
2020-CAMDF-000522,5613,221.48000000000002,2.64
2020-AZTNF-003117,5615,36.91,0.0
2020-AZCRA-001307,5617,84.38,0.0
2020-AZTNF-002999,5619,52.72999999999999,0.0
2020-UTDIF-000680,5625,94.91,1.98
2021-UTSWS-000067,5641,15.82,2.35
2020-AZA4S-001080,5642,258.4,0.0
2020-COWRF-000403,5677,158.20000000000002,3.96
2020-AZGID-000321,5688,195.10999999999999,0.0
2020-AZCRD-001134,5701,68.55,0.0
2020-AZFTA-000551,5709,158.19,0.66
2020-NVCCD-030150,5716,68.56,1.98
2020-UTBRS-000320,5720,147.64000000000001,1.98
2020-UTSCS-200223,5729,100.19,1.32
2020-UTBRS-000204,5735,274.22,3.9600000000000004
2020-AZSCA-002037,5736,142.38,0.0
2020-UTSWS-000173,5768,131.82999999999998,6.6000000000000005
2020-NVWID-020251,5772,126.55999999999999,0.66
2020-WYRAD-200535,5782,137.10999999999999,4.62
2020-CASRF-001218,5795,300.6,0.0
2020-AZSCA-002956,5797,31.63,0.0
2020-UTBRS-001053,5804,137.1,0.0
2020-AZPNF-001824,5805,184.57000000000002,0.0
2020-AZSCA-000994,5826,290.03999999999996,0.0
2020-UTNWS-000897,5828,89.64,1.98
2020-CAPNF-000348,5832,527.3399999999999,13.85
2020-NMFAD-000180,5833,126.55999999999999,1.98
2020-CANOD-004854,5848,121.28999999999999,1.98
2020-AZA4S-001646,5853,121.29,0.0
2020-NMLNF-000489,5874,110.74000000000001,0.66
2020-NVEKD-010276,5884,126.55999999999999,1.32
2020-NVEKD-010272,5885,158.20000000000002,1.32
2020-AZFTA-000896,5897,142.37,1.32
2020-NVEKD-010060,5907,179.28000000000003,0.0
2020-AZSCA-001418,5910,152.93,0.66
2020-UTBRS-000858,5911,279.49,1.32
2020-AZA5S-002110,5912,137.12,0.0
2020-CABDF-014827,5914,79.1,0.0
2020-NMGNF-000583,5917,142.37,1.32
2020-AZTNF-001448,5923,179.29000000000002,0.0
2020-UTNWS-000485,5926,184.57000000000002,2.64
2020-NMN6S-000060,5937,137.10999999999999,1.32
2020-UTUWF-001122,5939,68.54999999999998,0.66
2020-AZA1S-000850,5940,137.11,2.64
2020-UTCCD-000557,5942,89.65,0.0
2020-NVSND-500823,5943,68.56,0.0
2020-NMN3S-000365,5946,89.64999999999999,0.0
2020-AZSCA-003327,5948,42.18,0.0
2020-COBLX-001036,5949,158.20000000000002,5.28
2020-AZCRD-001471,5961,73.82,0.0
2020-WYCAX-200710,5967,79.1,2.64
2020-AZSCA-002574,5973,105.46999999999998,0.0
2020-NMGNF-000495,5979,158.20999999999998,0.0
2020-NMCAF-000222,6003,100.17999999999999,2.64
2020-AZCRD-001744,6005,94.92,0.0
2020-AZA5S-000821,6007,137.1,0.0
2020-UTDPYQ-001110,6022,68.54999999999998,0.0
2020-UTUOA-100045,6024,68.53999999999999,6.6000000000000005
2021-NMN6S-000069,6028,52.72999999999999,3.3
2020-CATNF-000968,6036,564.25,11.87
2020-UTMLF-000191,6038,105.45999999999998,1.32
2020-AZTNF-001745,6041,168.74,0.0
2021-AZCOF-000056,6042,94.92,0.23
2020-COUMA-000165,6050,142.38,0.66
2020-AZPHD-002241,6051,21.09,0.0
2020-NMVCP-000540,6053,94.90999999999998,0.66
2020-AZFTA-000808,6059,142.37,1.32
2020-UTBRS-001130,6062,221.49,1.32
2020-NVCCD-030476,6064,68.55,0.66
2020-NMMEA-000543,6069,116.02000000000001,0.0
2020-AZA3S-001026,6070,147.66,0.0
2020-AZPHD-000765,6077,284.76,0.0
2021-AZTNF-000031,6080,63.28,0.3
2020-UTNES-100296,6097,58.0,1.32
2020-AZSCA-003339,6104,42.18,0.0
2020-AZCOF-000554,6106,348.05,0.66
2020-UTSWS-000349,6114,94.91,4.62
2020-AZASF-000689,6126,168.75000000000003,1.32
2020-AZPNF-001496,6135,174.03000000000003,0.0
2020-AZTNF-002616,6137,163.48000000000002,0.0
2020-AZA3S-001677,6142,121.28999999999999,0.0
2020-NMCIF-000305,6143,131.83,0.0
2020-WYSWX-200647,6157,68.55,2.64
2021-AZPHD-000042,6176,84.37,0.32
2020-CAANF-003289,6177,237.30000000000004,0.0
2020-NMCAF-000064,6180,131.82999999999998,4.62
2020-AZA4S-000491,6181,316.4,0.0
2020-UTNES-200933,6182,131.83,2.64
2020-AZFTA-000104,6184,274.21,1.98
2020-AZPHD-002282,6200,21.09,0.0
2021-NVELD-040007,6203,31.64,0.89
2020-UTNES-201136,6209,84.37,2.64
2020-AZPNF-002037,6213,137.12,0.0
2020-UTSWS-000364,6214,84.37,1.32
2020-ORVAD-000154,6217,168.75,0.66
2020-AZASF-000607,6225,163.48,0.0
2020-UTCCD-000683,6228,68.56,1.32
2020-UTBRS-000181,6233,216.21,6.6
2020-AZTNF-002658,6238,163.47000000000003,0.0
2020-COMRX-000161,6241,158.20999999999998,6.6
2020-NVWID-020182,6256,121.28999999999999,0.66
2020-CALNU-013354,6263,84.38000000000001,0.0
2020-IDCTF-000257,6265,279.49,1.32
2020-UTNWS-000891,6268,89.63999999999999,0.0
2021-UTZIP-000068,6275,36.9,5.42
2020-UTRID-200499,6290,79.11,1.98
2020-UTCCD-000124,6298,205.66,9.9
2020-UTSWS-000773,6304,84.35999999999999,3.3000000000000003
2020-UTVLD-100330,6314,73.82,1.32
2020-CALPF-003275,6315,89.64999999999999,0.0
2020-AZTNF-000365,6318,268.94,0.0
2020-COGFX-000026,6319,253.13,8.58
2020-AZA3S-000917,6333,116.02,0.0
2020-NMSNF-000441,6334,84.38,2.64
